Price,Close,High,Low,Open,Volume
Ticker,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS,SBILIFE.NS
Date,,,,,
2021-03-10,929.4137573242188,962.2630875724572,924.7209958601848,961.9667146978204,2362998
2021-03-12,903.1837158203125,925.0173821982614,894.0945656345904,894.1439510644703,28967831
2021-03-15,908.9138793945312,915.5825410096542,891.1307817542036,909.9018292634383,4581531
2021-03-16,903.0355834960938,912.766926077329,900.0223483961954,907.3825871252322,1422174
2021-03-17,878.2379760742188,912.7668332236394,874.5331643693381,912.7668332236394,3809803
2021-03-18,879.7199096679688,887.1789185827561,871.6680946945935,884.2150691888271,2657918
2021-03-19,895.7740478515625,898.9848845299819,871.6680498998707,877.2499900914511,2849173
2021-03-22,889.3524169921875,898.293350571708,884.5608243094733,894.0945639454447,1660688
2021-03-23,888.068115234375,899.8740673159398,884.215086825546,893.896982978897,1642691
2021-03-24,870.0874633789062,884.2151344731228,864.50552248834,882.2392347312834,1900721
2021-03-25,853.6873168945312,873.6439130170621,850.6246969255826,864.5547636612924,2711471
2021-03-26,863.4187622070312,866.3332262527016,857.6392195470398,859.5163483356877,1194885
2021-03-30,861.6404418945312,870.3837735016662,857.5404261060684,865.4440245033593,1276847
2021-03-31,870.235595703125,880.1645398720467,860.4549284303006,865.4440630810501,1929013
2021-04-01,872.80419921875,879.3246433033639,865.9379365495533,870.97645604224,1193426
2021-04-05,864.4818115234375,878.7982093276102,856.8034731668547,876.8167026549437,1091002
2021-04-06,889.2506713867188,894.650289324529,857.9428892155039,864.7295255829733,1351799
2021-04-07,910.007080078125,912.4839638017999,889.9443219163591,892.6688940124013,2860132
2021-04-08,900.0994873046875,912.8802306853321,896.6318503145209,912.8802306853321,1342782
2021-04-09,901.6846923828125,907.4806363588829,891.8762694915109,896.2355483973811,1344813
2021-04-12,864.3828735351562,897.0282123351212,860.469385250165,892.3221333714617,1485108
2021-04-13,889.4984130859375,892.4211477845523,866.6615587283231,873.2996187715864,1174856
2021-04-15,900.297607421875,903.5670814778017,881.7705071439074,886.7242740379743,1464475
2021-04-16,905.746826171875,911.0473330000925,897.2263101245031,908.5209237686131,1310422
2021-04-19,897.8703002929688,901.4865745183271,880.2844268251616,888.9039938021323,1580387
2021-04-20,890.6377563476562,922.4904409926551,887.0710079240055,908.5208426280199,3593124
2021-04-22,905.9450073242188,912.1372165812172,886.7738911820754,891.678133007777,1988641
2021-04-23,914.3168334960938,933.190735845626,888.0618660272344,888.0618660272344,3601606
2021-04-26,933.7850952148438,938.1444344365234,907.530129672994,910.6510271238317,3751088
2021-04-27,920.1622314453125,938.0453184387324,916.4469061501093,937.2527278032469,1926977
2021-04-28,921.7969360351562,925.3636238875221,905.6971941848648,925.3636238875221,1904945
2021-04-29,919.6173706054688,926.3544820168877,912.7811475659042,921.7970403043728,830577
2021-04-30,920.1127319335938,931.8036104328514,911.2950021282094,919.4191924313516,1326833
2021-05-03,949.7362060546875,970.9383534718792,907.5796600465715,913.4251294241569,5424609
2021-05-04,973.8115844726562,995.7072114007136,933.834646717526,988.771937291455,10515809
2021-05-05,964.1021118164062,1010.3703078088483,956.0770334442057,980.7963429315581,5475550
2021-05-06,960.4364013671875,974.3564749955001,952.3122111289539,968.2633171991273,1800692
2021-05-07,991.0010375976562,1035.03997559565,965.3900877075906,1020.4759497381515,11010394
2021-05-10,995.7071533203125,1008.0915706501671,985.7996194564288,999.967380787625,2370879
2021-05-11,991.6947021484375,1005.6147763675439,981.3413162483273,988.7719673052303,1297672
2021-05-12,963.9039916992188,991.6450864574728,961.0307826966559,986.3445195694052,3513520
2021-05-14,969.3531494140625,972.9198374608377,956.0770296840208,963.953531297337,1331063
2021-05-17,954.7396240234375,979.6570379934939,952.3122658808212,969.3532379886407,2181641
2021-05-18,959.4951782226562,966.9753545783614,955.2844761151173,956.968769052291,1342840
2021-05-19,969.00634765625,970.8392777228223,954.0955211284112,959.4951392351855,1101773
2021-05-20,960.188720703125,975.3472362431582,956.8696603961706,972.3749759227285,1463348
